meae_id,county_ahcb,county_fips,districts,federalist_vote,federalist_percentage,antifederalist_vote,antifederalist_percentage,demrep_vote,demrep_percentage,chesapeake_vote,chesapeake_percentage,potomac_vote,potomac_percentage,repfac_vote,repfac_percentage,adamsclay_vote,adamsclay_percentage,jacksonian_vote,jacksonian_percentage,anticaucus_vote,anticaucus_percentage,caucus_vote,caucus_percentage,other_vote,other_percentage,county_source
meae.congressional.congress11.ma.county,mas_barnstable,25001,8,645,0.431,NA,NA,853,0.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress11.ma.county,mas_berkshire,25003,12,2133,0.458,NA,NA,2525,0.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress11.ma.county,mas_bristol,25005,"8, 9",2386,0.577,NA,NA,1742,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.001,county
meae.congressional.congress11.ma.county,mas_dukes,25007,8,108,0.446,NA,NA,134,0.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress11.ma.county,mas_essex,25009,"2, 3",5037,0.57,NA,NA,3789,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.002,county
meae.congressional.congress11.ma.county,mas_hampshire,25015,"5, 6",4224,0.672,NA,NA,2060,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,county
meae.congressional.congress11.ma.county,mas_middlesex,25017,"1, 3, 4, 13",2380,0.397,NA,NA,3607,0.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,county
meae.congressional.congress11.ma.county,mas_nantucket,25019,8,61,0.116,NA,NA,464,0.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress11.ma.county,mas_norfolk,25021,13,1409,0.416,NA,NA,1976,0.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.001,county
meae.congressional.congress11.ma.county,mas_plymouth,25023,"1, 7",1937,0.481,NA,NA,2087,0.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.001,county
meae.congressional.congress11.ma.county,mas_suffolk,25025,1,2545,0.64,NA,NA,1432,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,county
meae.congressional.congress11.ma.county,mas_worcester,25027,"10, 11",4325,0.609,NA,NA,2766,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.001,county
meae.congressional.congress11.ma.county,mes_cumberland,23005,15,2318,0.564,NA,NA,1791,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.001,county
meae.congressional.congress11.ma.county,mes_hancock,23009,"16, 17",651,0.435,NA,NA,847,0.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress11.ma.county,mes_kennebec,23011,17,1579,0.463,NA,NA,1835,0.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress11.ma.county,mes_lincoln,23015,16,1857,0.498,NA,NA,1862,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.002,county
meae.congressional.congress11.ma.county,mes_oxford,23017,"14, 15",614,0.364,NA,NA,1071,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress11.ma.county,mes_washington,23029,17,246,0.783,NA,NA,68,0.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress11.ma.county,mes_york,23031,14,1771,0.488,NA,NA,1855,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.001,county
