election_id,county,state,county_ahcb,county_fips,candidate,candidate_id,party,party_id,vote
md.uscongress.1789,Anne Arundel,MD,mds_annearundel,24003,"Contee, Benjamin",CB0013,Federalist,A01,117
md.uscongress.1789,Anne Arundel,MD,mds_annearundel,24003,"Carroll, Daniel",CD0030,Federalist,A01,120
md.uscongress.1789,Anne Arundel,MD,mds_annearundel,24003,"Chase, Samuel",CS0019,NA,NA,0
md.uscongress.1789,Anne Arundel,MD,mds_annearundel,24003,"Dent, George",DG0004,Anti-Federalist,A02,357
md.uscongress.1789,Anne Arundel,MD,mds_annearundel,24003,"Done, John",DJ0119,Anti-Federalist,A02,333
md.uscongress.1789,Anne Arundel,MD,mds_annearundel,24003,"Faw, Abraham",FA0015,Anti-Federalist,A02,342
md.uscongress.1789,Anne Arundel,MD,mds_annearundel,24003,"Gale, George",GG0007,Federalist,A01,118
md.uscongress.1789,Anne Arundel,MD,mds_annearundel,24003,"Johnson, Thomas, Sr.",JT0019,Federalist,A01,0
md.uscongress.1789,Anne Arundel,MD,mds_annearundel,24003,"MacHenry, James",MJ0196,NA,NA,0
md.uscongress.1789,Anne Arundel,MD,mds_annearundel,24003,"Mercer, John Francis",MJ0200,Anti-Federalist,A02,363
md.uscongress.1789,Anne Arundel,MD,mds_annearundel,24003,"Murray, William Vans",MW0069,Anti-Federalist,A02,11
md.uscongress.1789,Anne Arundel,MD,mds_annearundel,24003,"Paca, William",PW0039,NA,NA,0
md.uscongress.1789,Anne Arundel,MD,mds_annearundel,24003,"Ramsay, Nathaniel",RN0009,NA,NA,0
md.uscongress.1789,Anne Arundel,MD,mds_annearundel,24003,"Seney, Joshua",SJ0183,Federalist,A01,463
md.uscongress.1789,Anne Arundel,MD,mds_annearundel,24003,"Scott, John",SJ0184,NA,NA,0
md.uscongress.1789,Anne Arundel,MD,mds_annearundel,24003,"Stone, Michael Jenifer",SM0034,Federalist,A01,107
md.uscongress.1789,Anne Arundel,MD,mds_annearundel,24003,"Sterett, Samuel",SS0058,Anti-Federalist,A02,323
md.uscongress.1789,Anne Arundel,MD,mds_annearundel,24003,"Smith, William",SW0028,Federalist,A01,118
md.uscongress.1789,Baltimore,MD,mds_baltimore,24005,"Contee, Benjamin",CB0013,Federalist,A01,145
md.uscongress.1789,Baltimore,MD,mds_baltimore,24005,"Carroll, Daniel",CD0030,Federalist,A01,158
md.uscongress.1789,Baltimore,MD,mds_baltimore,24005,"Chase, Samuel",CS0019,NA,NA,0
md.uscongress.1789,Baltimore,MD,mds_baltimore,24005,"Dent, George",DG0004,Anti-Federalist,A02,603
md.uscongress.1789,Baltimore,MD,mds_baltimore,24005,"Done, John",DJ0119,Anti-Federalist,A02,600
md.uscongress.1789,Baltimore,MD,mds_baltimore,24005,"Faw, Abraham",FA0015,Anti-Federalist,A02,596
md.uscongress.1789,Baltimore,MD,mds_baltimore,24005,"Gale, George",GG0007,Federalist,A01,146
md.uscongress.1789,Baltimore,MD,mds_baltimore,24005,"Johnson, Thomas, Sr.",JT0019,Federalist,A01,0
md.uscongress.1789,Baltimore,MD,mds_baltimore,24005,"MacHenry, James",MJ0196,NA,NA,0
md.uscongress.1789,Baltimore,MD,mds_baltimore,24005,"Mercer, John Francis",MJ0200,Anti-Federalist,A02,610
md.uscongress.1789,Baltimore,MD,mds_baltimore,24005,"Murray, William Vans",MW0069,Anti-Federalist,A02,0
md.uscongress.1789,Baltimore,MD,mds_baltimore,24005,"Paca, William",PW0039,NA,NA,0
md.uscongress.1789,Baltimore,MD,mds_baltimore,24005,"Ramsay, Nathaniel",RN0009,NA,NA,0
md.uscongress.1789,Baltimore,MD,mds_baltimore,24005,"Seney, Joshua",SJ0183,Federalist,A01,841
md.uscongress.1789,Baltimore,MD,mds_baltimore,24005,"Scott, John",SJ0184,NA,NA,0
md.uscongress.1789,Baltimore,MD,mds_baltimore,24005,"Stone, Michael Jenifer",SM0034,Federalist,A01,141
md.uscongress.1789,Baltimore,MD,mds_baltimore,24005,"Sterett, Samuel",SS0058,Anti-Federalist,A02,673
md.uscongress.1789,Baltimore,MD,mds_baltimore,24005,"Smith, William",SW0028,Federalist,A01,141
md.uscongress.1789,Calvert,MD,mds_calvert,24009,"Contee, Benjamin",CB0013,Federalist,A01,150
md.uscongress.1789,Calvert,MD,mds_calvert,24009,"Carroll, Daniel",CD0030,Federalist,A01,170
md.uscongress.1789,Calvert,MD,mds_calvert,24009,"Chase, Samuel",CS0019,NA,NA,0
md.uscongress.1789,Calvert,MD,mds_calvert,24009,"Dent, George",DG0004,Anti-Federalist,A02,98
md.uscongress.1789,Calvert,MD,mds_calvert,24009,"Done, John",DJ0119,Anti-Federalist,A02,0
md.uscongress.1789,Calvert,MD,mds_calvert,24009,"Faw, Abraham",FA0015,Anti-Federalist,A02,82
md.uscongress.1789,Calvert,MD,mds_calvert,24009,"Gale, George",GG0007,Federalist,A01,169
md.uscongress.1789,Calvert,MD,mds_calvert,24009,"Johnson, Thomas, Sr.",JT0019,Federalist,A01,0
md.uscongress.1789,Calvert,MD,mds_calvert,24009,"MacHenry, James",MJ0196,NA,NA,0
md.uscongress.1789,Calvert,MD,mds_calvert,24009,"Mercer, John Francis",MJ0200,Anti-Federalist,A02,106
md.uscongress.1789,Calvert,MD,mds_calvert,24009,"Murray, William Vans",MW0069,Anti-Federalist,A02,83
md.uscongress.1789,Calvert,MD,mds_calvert,24009,"Paca, William",PW0039,NA,NA,0
