meae_id,type,congress,state,geography,level,election_id,county,county_ahcb,county_fips,candidate,candidate_id,party,vote
meae.congressional.congress08.nj.county,congressional,8,NJ,county,state,nj.uscongress.1803,Bergen,njs_bergen,34003,"Boyd, Adam",BA0122,Democratic-Republican,425
meae.congressional.congress08.nj.county,congressional,8,NJ,county,state,nj.uscongress.1803,Burlington,njs_burlington,34005,"Boyd, Adam",BA0122,Democratic-Republican,668
meae.congressional.congress08.nj.county,congressional,8,NJ,county,state,nj.uscongress.1803,Cape May,njs_capemay,34009,"Boyd, Adam",BA0122,Democratic-Republican,80
meae.congressional.congress08.nj.county,congressional,8,NJ,county,state,nj.uscongress.1803,Cumberland,njs_cumberland,34011,"Boyd, Adam",BA0122,Democratic-Republican,845
meae.congressional.congress08.nj.county,congressional,8,NJ,county,state,nj.uscongress.1803,Essex,njs_essex,34013,"Boyd, Adam",BA0122,Democratic-Republican,2277
meae.congressional.congress08.nj.county,congressional,8,NJ,county,state,nj.uscongress.1803,Gloucester,njs_gloucester,34015,"Boyd, Adam",BA0122,Democratic-Republican,1026
meae.congressional.congress08.nj.county,congressional,8,NJ,county,state,nj.uscongress.1803,Hunterdon,njs_hunterdon,34019,"Boyd, Adam",BA0122,Democratic-Republican,1637
meae.congressional.congress08.nj.county,congressional,8,NJ,county,state,nj.uscongress.1803,Middlesex,njs_middlesex,34023,"Boyd, Adam",BA0122,Democratic-Republican,648
meae.congressional.congress08.nj.county,congressional,8,NJ,county,state,nj.uscongress.1803,Monmouth,njs_monmouth,34025,"Boyd, Adam",BA0122,Democratic-Republican,743
meae.congressional.congress08.nj.county,congressional,8,NJ,county,state,nj.uscongress.1803,Morris,njs_morris,34027,"Boyd, Adam",BA0122,Democratic-Republican,2452
meae.congressional.congress08.nj.county,congressional,8,NJ,county,state,nj.uscongress.1803,Salem,njs_salem,34033,"Boyd, Adam",BA0122,Democratic-Republican,865
meae.congressional.congress08.nj.county,congressional,8,NJ,county,state,nj.uscongress.1803,Somerset,njs_somerset,34035,"Boyd, Adam",BA0122,Democratic-Republican,698
meae.congressional.congress08.nj.county,congressional,8,NJ,county,state,nj.uscongress.1803,Sussex,njs_sussex,34037,"Boyd, Adam",BA0122,Democratic-Republican,1406
meae.congressional.congress08.nj.county,congressional,8,NJ,county,state,nj.uscongress.1803,Bergen,njs_bergen,34003,"Condit, John",CJ0382,Democratic-Republican,0
meae.congressional.congress08.nj.county,congressional,8,NJ,county,state,nj.uscongress.1803,Burlington,njs_burlington,34005,"Condit, John",CJ0382,Democratic-Republican,0
meae.congressional.congress08.nj.county,congressional,8,NJ,county,state,nj.uscongress.1803,Cape May,njs_capemay,34009,"Condit, John",CJ0382,Democratic-Republican,0
meae.congressional.congress08.nj.county,congressional,8,NJ,county,state,nj.uscongress.1803,Cumberland,njs_cumberland,34011,"Condit, John",CJ0382,Democratic-Republican,0
meae.congressional.congress08.nj.county,congressional,8,NJ,county,state,nj.uscongress.1803,Essex,njs_essex,34013,"Condit, John",CJ0382,Democratic-Republican,0
meae.congressional.congress08.nj.county,congressional,8,NJ,county,state,nj.uscongress.1803,Gloucester,njs_gloucester,34015,"Condit, John",CJ0382,Democratic-Republican,1
