meae_id,type,congress,state,geography,level,election_id,county,county_ahcb,county_fips,candidate,candidate_id,party,vote
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Adams,ohs_adams,39001,"Beecher, Philemon",BP0045,Federalist,13
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Athens,ohs_athens,39009,"Beecher, Philemon",BP0045,Federalist,91
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Belmont,ohs_belmont,39013,"Beecher, Philemon",BP0045,Federalist,493
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Butler,ohs_butler,39017,"Beecher, Philemon",BP0045,Federalist,353
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Champaign,ohs_champaign,39021,"Beecher, Philemon",BP0045,Federalist,39
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Clermont,ohs_clermont,39025,"Beecher, Philemon",BP0045,Federalist,30
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Columbiana,ohs_columbiana,39029,"Beecher, Philemon",BP0045,Federalist,108
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Delaware,ohs_delaware,39041,"Beecher, Philemon",BP0045,Federalist,43
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Fairfield,ohs_fairfield,39045,"Beecher, Philemon",BP0045,Federalist,755
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Franklin,ohs_franklin,39049,"Beecher, Philemon",BP0045,Federalist,146
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Gallia,ohs_gallia,39053,"Beecher, Philemon",BP0045,Federalist,85
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Geauga,ohs_geauga,39055,"Beecher, Philemon",BP0045,Federalist,0
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Greene,ohs_greene,39057,"Beecher, Philemon",BP0045,Federalist,9
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Hamilton,ohs_hamilton,39061,"Beecher, Philemon",BP0045,Federalist,376
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Highland,ohs_highland,39071,"Beecher, Philemon",BP0045,Federalist,7
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Jefferson,ohs_jefferson,39081,"Beecher, Philemon",BP0045,Federalist,295
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Knox,ohs_knox,39083,"Beecher, Philemon",BP0045,Federalist,23
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Miami,ohs_miami,39109,"Beecher, Philemon",BP0045,Federalist,45
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Montgomery,ohs_montgomery,39113,"Beecher, Philemon",BP0045,Federalist,345
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Muskingum,ohs_muskingum,39119,"Beecher, Philemon",BP0045,Federalist,346
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Portage,ohs_portage,39133,"Beecher, Philemon",BP0045,Federalist,31
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Preble,ohs_preble,39135,"Beecher, Philemon",BP0045,Federalist,64
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Ross,ohs_ross,39141,"Beecher, Philemon",BP0045,Federalist,425
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Scioto,ohs_scioto,39145,"Beecher, Philemon",BP0045,Federalist,2
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Trumbull,ohs_trumbull,39155,"Beecher, Philemon",BP0045,Federalist,131
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Warren,ohs_warren,39165,"Beecher, Philemon",BP0045,Federalist,107
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Washington,ohs_washington,39167,"Beecher, Philemon",BP0045,Federalist,362
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Adams,ohs_adams,39001,"Fee, William",FW0051,Federalist,0
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Athens,ohs_athens,39009,"Fee, William",FW0051,Federalist,0
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Belmont,ohs_belmont,39013,"Fee, William",FW0051,Federalist,0
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Butler,ohs_butler,39017,"Fee, William",FW0051,Federalist,0
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Champaign,ohs_champaign,39021,"Fee, William",FW0051,Federalist,0
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Clermont,ohs_clermont,39025,"Fee, William",FW0051,Federalist,2
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Columbiana,ohs_columbiana,39029,"Fee, William",FW0051,Federalist,0
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Delaware,ohs_delaware,39041,"Fee, William",FW0051,Federalist,0
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Fairfield,ohs_fairfield,39045,"Fee, William",FW0051,Federalist,0
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Franklin,ohs_franklin,39049,"Fee, William",FW0051,Federalist,0
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Gallia,ohs_gallia,39053,"Fee, William",FW0051,Federalist,0
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Geauga,ohs_geauga,39055,"Fee, William",FW0051,Federalist,0
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Greene,ohs_greene,39057,"Fee, William",FW0051,Federalist,0
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Hamilton,ohs_hamilton,39061,"Fee, William",FW0051,Federalist,0
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Highland,ohs_highland,39071,"Fee, William",FW0051,Federalist,0
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Jefferson,ohs_jefferson,39081,"Fee, William",FW0051,Federalist,0
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Knox,ohs_knox,39083,"Fee, William",FW0051,Federalist,0
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Miami,ohs_miami,39109,"Fee, William",FW0051,Federalist,0
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Montgomery,ohs_montgomery,39113,"Fee, William",FW0051,Federalist,0
meae.congressional.congress11.oh.county,congressional,11,OH,county,state,oh.ushouseofrepresentatives.1808,Muskingum,ohs_muskingum,39119,"Fee, William",FW0051,Federalist,0
