meae_id,election_id,candidate,candidate_id,district,party,vote,total_vote,percent_vote,winner,unopposed
meae.congressional.congress04.ga.county,ga.uscongress.1795,John Milledge,MJ0057,At-large,Democratic-Republican,1487,7276,0.204,TRUE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,Abraham Baldwin,BA0026,At-large,Democratic-Republican,1391,7276,0.191,TRUE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,Thomas P. Carnes,CT0042,At-large,Federalist,1150,7276,0.158,FALSE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,Jacob B. Waldburber,WJ0062,At-large,Federalist,1143,7276,0.157,FALSE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,James Sims,SJ0091,At-large,Democratic-Republican,941,7276,0.129,FALSE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,Francis Willis,WF0022,At-large,Federalist,765,7276,0.105,FALSE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,Lachlan MacIntosh,ML0009,At-large,NA,290,7276,0.04,FALSE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,Samuel Blackbourn,BS0271,At-large,NA,38,7276,0.005,FALSE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,James Adcock,AJ0400,At-large,NA,37,7276,0.005,FALSE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,White B. Smith,SW0408,At-large,NA,7,7276,0.001,FALSE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,James Reia,RJ0686,At-large,NA,5,7276,0.001,FALSE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,Richard Sims,SR0183,At-large,NA,4,7276,0.001,FALSE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,Zachariah Marshall,MZ0007,At-large,NA,3,7276,0,FALSE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,"Joseph Cray, Jr.",CJ0955,At-large,NA,2,7276,0,FALSE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,James Simmons,SJ1238,At-large,NA,2,7276,0,FALSE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,John Spencer,SJ1239,At-large,NA,2,7276,0,FALSE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,William Few,FW0005,At-large,NA,1,7276,0,FALSE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,George Foalas,FG0039,At-large,NA,1,7276,0,FALSE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,James Jones,JJ0010,At-large,NA,1,7276,0,FALSE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,John Marshall,MJ1058,At-large,NA,1,7276,0,FALSE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,David Perryman,PD0104,At-large,NA,1,7276,0,FALSE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,George Ray,RG0063,At-large,NA,1,7276,0,FALSE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,J. Stone,SJ1233,At-large,NA,1,7276,0,FALSE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,Bartholomew Thompson,TB0057,At-large,NA,1,7276,0,FALSE,FALSE
meae.congressional.congress04.ga.county,ga.uscongress.1795,Elias Wilbourne,WE0173,At-large,NA,1,7276,0,FALSE,FALSE
