meae_id,county_ahcb,county_fips,districts,federalist_vote,federalist_percentage,antifederalist_vote,antifederalist_percentage,demrep_vote,demrep_percentage,chesapeake_vote,chesapeake_percentage,potomac_vote,potomac_percentage,repfac_vote,repfac_percentage,adamsclay_vote,adamsclay_percentage,jacksonian_vote,jacksonian_percentage,anticaucus_vote,anticaucus_percentage,caucus_vote,caucus_percentage,other_vote,other_percentage,county_source
meae.congressional.congress17.il.county,ils_alexander,17003,At-large,NA,NA,NA,NA,35,0.324,NA,NA,NA,NA,73,0.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress17.il.county,ils_bond,17005,At-large,NA,NA,NA,NA,431,0.939,NA,NA,NA,NA,27,0.059,NA,NA,NA,NA,NA,NA,NA,NA,1,0.002,county
meae.congressional.congress17.il.county,ils_clark,17023,At-large,NA,NA,NA,NA,89,0.848,NA,NA,NA,NA,15,0.143,NA,NA,NA,NA,NA,NA,NA,NA,1,0.01,county
meae.congressional.congress17.il.county,ils_crawford,17033,At-large,NA,NA,NA,NA,186,0.414,NA,NA,NA,NA,263,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress17.il.county,ils_edwards,17047,At-large,NA,NA,NA,NA,99,0.173,NA,NA,NA,NA,473,0.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress17.il.county,ils_franklin,17055,At-large,NA,NA,NA,NA,125,0.53,NA,NA,NA,NA,111,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress17.il.county,ils_gallatin,17059,At-large,NA,NA,NA,NA,303,0.515,NA,NA,NA,NA,285,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress17.il.county,ils_jackson,17077,At-large,NA,NA,NA,NA,148,0.585,NA,NA,NA,NA,105,0.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress17.il.county,ils_jefferson,17081,At-large,NA,NA,NA,NA,150,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress17.il.county,ils_johnson,17087,At-large,NA,NA,NA,NA,105,0.802,NA,NA,NA,NA,26,0.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress17.il.county,ils_madison,17119,At-large,NA,NA,NA,NA,928,0.82,NA,NA,NA,NA,204,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress17.il.county,ils_monroe,17133,At-large,NA,NA,NA,NA,234,0.736,NA,NA,NA,NA,84,0.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress17.il.county,ils_pope,17151,At-large,NA,NA,NA,NA,205,0.539,NA,NA,NA,NA,175,0.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress17.il.county,ils_randolph,17157,At-large,NA,NA,NA,NA,275,0.518,NA,NA,NA,NA,255,0.48,NA,NA,NA,NA,NA,NA,NA,NA,1,0.002,county
meae.congressional.congress17.il.county,ils_stclair,17163,At-large,NA,NA,NA,NA,612,0.838,NA,NA,NA,NA,118,0.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress17.il.county,ils_union,17181,At-large,NA,NA,NA,NA,286,0.733,NA,NA,NA,NA,104,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress17.il.county,ils_washington,17189,At-large,NA,NA,NA,NA,260,0.897,NA,NA,NA,NA,29,0.1,NA,NA,NA,NA,NA,NA,NA,NA,1,0.003,county
meae.congressional.congress17.il.county,ils_wayne,17191,At-large,NA,NA,NA,NA,63,0.348,NA,NA,NA,NA,118,0.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress17.il.county,ils_white,17193,At-large,NA,NA,NA,NA,414,0.608,NA,NA,NA,NA,267,0.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
