meae_id,county_ahcb,county_fips,districts,federalist_vote,federalist_percentage,antifederalist_vote,antifederalist_percentage,demrep_vote,demrep_percentage,chesapeake_vote,chesapeake_percentage,potomac_vote,potomac_percentage,repfac_vote,repfac_percentage,adamsclay_vote,adamsclay_percentage,jacksonian_vote,jacksonian_percentage,anticaucus_vote,anticaucus_percentage,caucus_vote,caucus_percentage,other_vote,other_percentage,county_source
meae.congressional.congress19.md.county,mds_calvert,24009,1,302,0.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376,0.554,NA,NA,NA,NA,NA,NA,1,0.001,county
meae.congressional.congress19.md.county,mds_charles,24017,1,416,0.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,985,0.703,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress19.md.county,mds_stmarys,24037,1,758,0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463,0.379,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress19.md.county,mds_annearundel,24003,2,1004,0.462,NA,NA,1167,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress19.md.county,mds_princegeorges,24033,2,737,0.499,NA,NA,741,0.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress19.md.county,mds_montgomery,24031,3,935,0.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,772,0.452,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress19.md.county,mds_allegany,24001,4,510,0.433,NA,NA,669,0.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress19.md.county,mds_washington,24043,4,1448,0.406,NA,NA,2115,0.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.002,county
meae.congressional.congress19.md.county,mds_baltimore,24005,5,NA,NA,NA,NA,1903,0.26,NA,NA,NA,NA,NA,NA,5429,0.74,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress19.md.county,city_baltimore,NA,5,0,0,NA,NA,13215,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress19.md.county,mds_cecil,24015,6,703,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1206,0.632,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress19.md.county,mds_harford,24025,6,1011,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1263,0.554,NA,NA,NA,NA,4,0.002,county
meae.congressional.congress19.md.county,mds_kent,24029,6,719,0.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,0.347,NA,NA,NA,NA,6,0.005,county
meae.congressional.congress19.md.county,mds_caroline,24011,7,690,0.544,NA,NA,579,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress19.md.county,mds_queenannes,24035,7,361,0.277,NA,NA,940,0.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress19.md.county,mds_talbot,24041,7,899,0.689,NA,NA,405,0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress19.md.county,mds_dorchester,24019,8,NA,NA,NA,NA,992,0.496,NA,NA,NA,NA,NA,NA,1008,0.504,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress19.md.county,mds_somerset,24039,8,NA,NA,NA,NA,692,0.385,NA,NA,NA,NA,NA,NA,1107,0.615,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress19.md.county,mds_worcester,24047,8,NA,NA,NA,NA,1174,0.547,NA,NA,NA,NA,NA,NA,973,0.453,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress19.md.county,mds_frederick,24021,"3, 4",3272,0.577,NA,NA,1558,0.275,NA,NA,NA,NA,NA,NA,NA,NA,830,0.146,NA,NA,NA,NA,7,0.001,county
