town,state,lat,lon
Acton,Vermont,43.0472267,-72.6678428
Addison,Vermont,44.0886671,-73.302622
Albany,Vermont,44.7309405,-72.3798076
Alburgh,Vermont,44.9750541,-73.3002239
Andover,Vermont,43.2773586,-72.6965278
Arlington,Vermont,43.0747996,-73.1539954
Athens,Vermont,43.1330826,-72.5679089
Bakersfield,Vermont,44.781992700000004,-72.8029085
Baltimore,Vermont,43.3603629,-72.5724379
Barnard,Vermont,43.728679,-72.6189876
Barnet,Vermont,44.2968323,-72.0493779
Barre,Vermont,44.1991117,-72.5079932
Barton,Vermont,44.7480805,-72.176258
Belvidere,Vermont,44.7492093,-72.6986673
Bennington,Vermont,42.878414,-73.190562
Benson,Vermont,43.7099497,-73.3001233
Berkshire,Vermont,44.9717124,-72.7754147
Berlin,Vermont,44.2152614,-72.5861615
Bethel,Vermont,43.8332779,-72.633995
Billymead,Vermont,44.6331085,-72.0256525
Bolton,Vermont,44.3726476,-72.8787625
Bradford,Vermont,43.9925666,-72.1289793
Braintree,Vermont,43.9621778,-72.7046487
Brandon,Vermont,43.7981195,-73.0876119
Brattleboro,Vermont,42.856099,-72.564186
Brattleborough,Vermont,42.856099,-72.564186
Bridgewater,Vermont,43.588125,-72.6250967
Bridport,Vermont,43.9873736,-73.351164
Bristol,Vermont,44.1333912,-73.0790076
Brookfield,Vermont,44.0422861,-72.6034385
Brookline,Vermont,43.0317464,-72.6014802
Browington,Vermont,44.8266615,-72.1348097
Brownington,Vermont,44.8266615,-72.1348097
Brumley,Vermont,43.2297974,-72.8978781
Brunswick,Vermont,44.7281752,-71.6749551
Burke,Vermont,44.618233,-71.9368346
Burlington,Vermont,44.4919905,-73.2393625
Cabot,Vermont,44.4014456,-72.3123248
Calais,Vermont,44.363296,-72.4663426
Cambridge,Vermont,44.6447724,-72.8762772
Canaan,Vermont,44.9964934,-71.5383736
Castleton,Vermont,43.6106223,-73.179832
Cavendish,Vermont,43.39120261,-72.60005951
Charlotte,Vermont,44.3098476,-73.2609928
Chelsea,Vermont,43.989788,-72.4475994
Chester,Vermont,43.2628476,-72.5951082
Chittenden,Vermont,43.7271064,-72.9428417
Chittendon,Vermont,43.7271064,-72.9428417
Claredon,Vermont,43.5478671,-72.9696779
Clarendon,Vermont,43.5478671,-72.9696779
Colchester,Vermont,44.5364,-73.20892
Concord,Vermont,44.4209235,-71.8369768
Corinth,Vermont,44.0275697,-72.2797442
Cornwall,Vermont,43.960893,-73.2103951
Coventry,Vermont,44.867617,-72.2616067
Craftsbury,Vermont,44.6367179,-72.3726071
Danby,Vermont,43.3548341,-73.0475498
Danville,Vermont,44.4114954,-72.14009
Derby,Vermont,44.9639953,-72.1345069
Deweysburgh,Vermont,44.38346,-72.176369
Dorset,Vermont,43.2548074,-73.0987801
Dover,Vermont,42.95742758,-72.87574768
Dummerston,Vermont,42.9215017,-72.5838146
Duncansboro,Vermont,44.9417038,-72.2194775
Duncansborough,Vermont,44.9417038,-72.2194775
Duxbury,Vermont,44.3270012,-72.7526175
Eden,Vermont,44.7072718,-72.5456691
Elmore,Vermont,44.5274632,-72.5187486
Enosburg,Vermont,44.8689592,-72.7310458
Enosburgh,Vermont,44.8689592,-72.7310458
Essex,Vermont,44.511,-73.0582
Fair Haven,Vermont,43.595701,-73.270598
Fairfax,Vermont,44.6654963,-73.01032
Fairfield,Vermont,44.8019921,-72.9456936
Fairhaven,Vermont,43.595701,-73.270598
Fairlee,Vermont,43.9053567,-72.1518675
