town,state,lat,lon
Middleboro,Massachusetts,41.8929942,-70.9107708
Middlefield,Massachusetts,42.3484207,-73.0151011
Middleton,Massachusetts,42.5950939,-71.0161643
Monroe,Massachusetts,42.7143925,-73.0051055
Monson,Massachusetts,42.1042451,-72.3189519
Montgomery,Massachusetts,42.2067573,-72.8050954
Mount Washington,Massachusetts,42.0850246,-73.4516852
New Braintree,Massachusetts,42.3167581,-72.1259114
New Marlborough,Massachusetts,42.1111825,-73.2529464
New Salem,Massachusetts,42.5042551,-72.3320289
Newbury,Massachusetts,42.7649497,-70.8714528
North Bridgewater,Massachusetts,41.9903519,-70.9750541
North Brookfield,Massachusetts,42.2685574,-72.08504
Northboro,Massachusetts,42.3195556,-71.6411997
Northborough,Massachusetts,42.3195556,-71.6411997
Northfield,Massachusetts,42.6959093,-72.4528885
Norton,Massachusetts,41.9667703,-71.1869963
Norwich,Massachusetts,42.2889778,-72.8384294
Oakham,Massachusetts,42.3527105,-72.0449783
Orleans,Massachusetts,41.7898354,-69.9897323
Otis,Massachusetts,42.1930224,-73.0919689
Oxford,Massachusetts,42.1167606,-71.8647577
Parsons,Massachusetts,42.7153682,-73.2018688
Partridgefield,Massachusetts,42.4386606973251,-73.022518157959
Patridgefield,Massachusetts,42.4437279375248,-73.0178833007813
Paxton,Massachusetts,42.3114889,-71.9278427
Pelham,Massachusetts,42.3931455,-72.4036961
Pembroke,Massachusetts,42.0714925,-70.8092
Pepperell,Massachusetts,42.6659232,-71.5884363
Peru,Massachusetts,42.4381417,-73.0459339
Petersham,Massachusetts,42.4837752,-72.186669
Phillipston,Massachusetts,42.5486993,-72.1328582
Plainfield,Massachusetts,42.5153633,-72.9162075
Plimpton,Massachusetts,41.9558953,-70.8148435
Plympton,Massachusetts,41.9558953,-70.8148435
Prescott,Massachusetts,42.4390407545552,-72.3343276977539
Princeton,Massachusetts,42.4487019,-71.877296
Princetown,Massachusetts,42.0584412,-70.1786425
Raynham,Massachusetts,41.9487077,-71.0731162
Rehoboth,Massachusetts,41.8470056,-71.2393933
Richmond,Massachusetts,42.3729519,-73.3676804
Rochester,Massachusetts,41.7549658,-70.8452677
Rowe,Massachusetts,42.6934166,-72.899542
Rowley,Massachusetts,42.7167483,-70.8787277
Royalston,Massachusetts,42.6775856,-72.1878604
Russell,Massachusetts,42.189861,-72.8591256
Rutland,Massachusetts,42.3695086,-71.9481211
Salisbury,Massachusetts,42.841723,-70.8605982
Sandersfield,Massachusetts,42.1125914,-73.1431637
Sandisfield,Massachusetts,42.1125914,-73.1431637
Sandwich,Massachusetts,41.7589615,-70.4939317
Savoy,Massachusetts,42.5667512,-73.0287112
Scituate,Massachusetts,42.195929,-70.7258633
Seekonk,Massachusetts,41.808434,-71.3369972
Sharon,Massachusetts,42.1236499,-71.1786237
Sheffield,Massachusetts,42.1099885,-73.3551436
Shelburne,Massachusetts,42.5898074,-72.6884244
Sherborn,Massachusetts,42.2389857,-71.3697813
Sherburn,Massachusetts,42.2389857,-71.3697813
Sherburne,Massachusetts,42.2427520853907,-71.3616943359375
Shirley,Massachusetts,42.5437035,-71.6495176
Shutesbury,Massachusetts,42.4564779,-72.4098077
South Brimfield,Massachusetts,42.1225482,-72.2005059
South Reading,Massachusetts,42.5039395,-71.0723391
Southampton,Massachusetts,42.2292572,-72.7300929
Southboro,Massachusetts,42.3056501,-71.5245087
Southborough,Massachusetts,42.3056501,-71.5245087
Southwick,Massachusetts,42.0548167,-72.7703724
Sterling,Massachusetts,42.4374156,-71.7606293
Stockbridge,Massachusetts,42.2875874,-73.3203862
Stow,Massachusetts,42.4370374,-71.5056199
Sturbridge,Massachusetts,42.1084122,-72.0787059
Sudbury,Massachusetts,42.3834278,-71.4161725
Sunderland,Massachusetts,42.4663727,-72.5795115
Sutton,Massachusetts,42.1500353,-71.7632878
Swansea,Massachusetts,41.748162,-71.1895617
Templeton,Massachusetts,42.555644,-72.067579
Tewksbury,Massachusetts,42.6106478,-71.2342248
Tisbury,Massachusetts,41.4558899,-70.6141097
Tolland,Massachusetts,42.0813879,-73.0118668
Topsfield,Massachusetts,42.6375941,-70.9495053
Townsend,Massachusetts,42.6667718,-71.7051265
Troy,Massachusetts,42.8314347,-72.1771541
Truro,Massachusetts,41.99477,-70.0490107
Tryingham,Massachusetts,42.2459215,-73.2037171
Tyngsboro,Massachusetts,42.6766696,-71.4244224
Tyngsborough,Massachusetts,42.6766696,-71.4244224
Tyringham,Massachusetts,42.2459215,-73.2037171
Upton,Massachusetts,42.1744878,-71.6022583
Wareham,Massachusetts,41.7614511,-70.7197342
Warren,Massachusetts,42.2125423,-72.191185
Warwick,Massachusetts,42.6820293,-72.3389743
Washington,Massachusetts,42.36592,-73.116214
Wellfleet,Massachusetts,41.9305468,-70.0309753
Wellington,Massachusetts,42.4112076,-71.0828298
Wendell,Massachusetts,42.5481852,-72.396722
Wenham,Massachusetts,42.604261,-70.8911612
West Boylston,Massachusetts,42.3667589,-71.785627
West Bridgewater,Massachusetts,42.0189894,-71.0078215
West Cambridge,Massachusetts,42.3774469,-71.1359393
West Hampton,Massachusetts,42.3028667,-72.7745382
West Newbury,Massachusetts,42.8014795,-70.989778
West Stockbridge,Massachusetts,42.3338097,-73.3677582
Westboro,Massachusetts,42.2695216,-71.6161294
Westborough,Massachusetts,42.2695216,-71.6161294
Western,Massachusetts,42.1250929,-72.749538
Westford,Massachusetts,42.5792583,-71.4378411
Westhampton,Massachusetts,42.3028667,-72.7745382
Westminster,Massachusetts,42.5459227,-71.9106308
Weston,Massachusetts,42.3667625,-71.3031132
Westport,Massachusetts,41.5700183,-71.0735476
Whately,Massachusetts,42.4398101,-72.6348118
Wilbraham,Massachusetts,42.1237206,-72.431586
Williamsburg,Massachusetts,42.3928305,-72.7300929
Williamsburgh,Massachusetts,42.3928305,-72.7300929
Williamstown,Massachusetts,42.7120196,-73.2036898
Wilmington,Massachusetts,42.5481714,-71.1724467
Windsor,Massachusetts,42.5090217,-73.0457124
Wiscasset,Massachusetts,42.698024,-71.227247
Worthington,Massachusetts,42.3973092,-72.9356536
Wrentham,Massachusetts,42.0667652,-71.3281114
Yarmouth,Massachusetts,41.7056291,-70.2286681
